"행정구역별","연령별","항목","단위","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년",
"경상북도","46세","전체","","36285","33433","35226","39914","39541","41618","40147","47032","47694","48572","45646","40625","42178","43252","41856","43186","47068","45134","44155","44102","42493","42226","40405","37414","34874","35129",
"경상북도","46세","여자","","18232","16682","17023","20027","19269","19929","19419","23330","23378","23473","21731","19464","20137","21144","19203","21223","22605","21448","21007","20747","20013","20547","19342","18196","16649","17088",
"경상북도","46세","남자","","18053","16751","18203","19887","20272","21689","20728","23702","24316","25099","23915","21161","22041","22108","22653","21963","24463","23686","23148","23355","22480","21679","21063","19218","18225","18041",
"경상북도","47세","전체","","28508","36351","33426","35271","39819","39256","41570","40304","47165","47760","48690","45896","41269","42454","43376","41969","43437","47218","45291","44151","44215","42564","42144","40535","37363","34597",
"경상북도","47세","여자","","14079","18314","16693","17124","20053","19176","19955","19504","23428","23437","23539","21889","19761","20279","21191","19280","21402","22709","21554","21052","20773","20057","20553","19402","18160","16505",
"경상북도","47세","남자","","14429","18037","16733","18147","19766","20080","21615","20800","23737","24323","25151","24007","21508","22175","22185","22689","22035","24509","23737","23099","23442","22507","21591","21133","19203","18092",
"경상북도","48세","전체","","28352","28584","36278","33381","35103","39618","39249","41746","40399","47330","47886","48800","46682","41473","42625","43579","42217","43596","47401","45492","44304","44334","42516","42266","40516","37137",
"경상북도","48세","여자","","13930","14161","18339","16761","17096","19985","19182","20046","19561","23548","23541","23608","22302","19887","20380","21324","19373","21460","22794","21671","21132","20855","20060","20611","19378","18033",
"경상북도","48세","남자","","14422","14423","17939","16620","18007","19633","20067","21700","20838","23782","24345","25192","24380","21586","22245","22255","22844","22136","24607","23821","23172","23479","22456","21655","21138","19104",
"경상북도","49세","전체","","30556","28361","28543","36243","33229","34928","39505","39394","41912","40570","47543","48032","49587","46946","41575","42825","43900","42454","43716","47537","45576","44477","44283","42646","42282","40232",
"경상북도","49세","여자","","14854","13978","14180","18399","16738","17008","19977","19284","20110","19698","23671","23625","24028","22446","19952","20486","21516","19489","21512","22863","21754","21265","20861","20136","20609","19271",
"경상북도","49세","남자","","15702","14383","14363","17844","16491","17920","19528","20110","21802","20872","23872","24407","25559","24500","21623","22339","22384","22965","22204","24674","23822","23212","23422","22510","21673","20961",
"경상북도","50세","전체","","30808","30506","28357","28598","36175","33085","34801","39671","39547","41984","40683","47720","48810","49933","47172","41747","43074","44224","42731","43944","47722","45794","44476","44521","42660","42011",
"경상북도","50세","여자","","15116","14887","14034","14264","18419","16657","17017","20067","19386","20201","19741","23781","24047","24231","22547","20020","20649","21670","19634","21663","23001","21882","21276","21007","20149","20500",
"경상북도","50세","남자","","15692","15619","14323","14334","17756","16428","17784","19604","20161","21783","20942","23939","24763","25702","24625","21727","22425","22554","23097","22281","24721","23912","23200","23514","22511","21511",
"경상북도","51세","전체","","29731","30717","30387","28268","28478","35990","33057","34973","39817","39735","42091","40809","48418","49168","50083","47462","42032","43284","44485","42886","44138","48001","45811","44679","44593","42428",
"경상북도","51세","여자","","14731","15133","14877","14044","14271","18319","16681","17126","20166","19493","20248","19838","24176","24302","24324","22715","20192","20741","21763","19737","21827","23150","21922","21420","21071","20069",
"경상북도","51세","남자","","15000","15584","15510","14224","14207","17671","16376","17847","19651","20242","21843","20971","24242","24866","25759","24747","21840","22543","22722","23149","22311","24851","23889","23259","23522","22359",
"경상북도","52세","전체","","21095","29694","30660","30335","28218","28308","35901","33153","35164","39951","39824","42353","41523","48680","49208","50320","47769","42316","43464","44665","43024","44359","47972","45992","44753","44331",
"경상북도","52세","여자","","10459","14789","15167","14905","14069","14185","18292","16782","17222","20232","19564","20483","20232","24358","24353","24493","22855","20357","20823","21887","19850","21924","23180","21993","21482","20982",
"경상북도","52세","남자","","10636","14905","15493","15430","14149","14123","17609","16371","17942","19719","20260","21870","21291","24322","24855","25827","24914","21959","22641","22778","23174","22435","24792","23999","23271","23349",
"경상북도","53세","전체","","20181","21073","29606","30567","30301","28023","28253","36002","33265","35203","40082","39959","43027","41774","48839","49526","50695","48079","42520","43652","44812","43271","44497","48161","46073","44493",
"경상북도","53세","여자","","10519","10514","14788","15152","14941","14009","14173","18394","16836","17282","20291","19671","20848","20377","24456","24549","24729","23049","20461","20961","21953","19995","22039","23313","22057","21384",
"경상북도","53세","남자","","9662","10559","14818","15415","15360","14014","14080","17608","16429","17921","19791","20288","22179","21397","24383","24977","25966","25030","22059","22691","22859","23276","22458","24848","24016","23109",
"경상북도","54세","전체","","25478","20145","20989","29469","30476","30094","27909","28381","36061","33303","35312","40302","40529","43277","41998","49160","49807","50885","48257","42703","43863","45066","43362","44751","48299","45744",
"경상북도","54세","여자","","13888","10549","10478","14741","15139","14868","14012","14270","18491","16871","17338","20463","20021","21026","20501","24624","24720","24828","23163","20550","21091","22113","20064","22168","23420","21939",
"경상북도","54세","남자","","11590","9596","10511","14728","15337","15226","13897","14111","17570","16432","17974","19839","20508","22251","21497","24536","25087","26057","25094","22153","22772","22953","23298","22583","24879","23805",
"경상북도","55세","전체","","28808","25372","20023","20956","29355","30316","29943","27936","28429","36032","33355","35421","40800","40810","43430","42206","49374","50078","51211","48431","42924","44129","45160","43681","44943","47980",
"경상북도","55세","여자","","15646","13874","10512","10509","14753","15122","14807","14038","14288","18452","16905","17426","20742","20147","21106","20602","24803","24916","25003","23280","20663","21198","22193","20174","22251","23288",
"경상북도","55세","남자","","13162","11498","9511","10447","14602","15194","15136","13898","14141","17580","16450","17995","20058","20663","22324","21604","24571","25162","26208","25151","22261","22931","22967","23507","22692","24692",
"경상북도","56세","전체","","36462","28663","25177","19929","20858","29170","30156","30022","27964","28417","36051","33470","35999","41098","40931","43577","42463","49716","50315","51418","48566","43140","44219","45444","43875","44579",
"경상북도","56세","여자","","19403","15623","13816","10522","10512","14694","15054","14864","14029","14304","18469","16959","17724","20894","20230","21249","20773","25029","25043","25137","23409","20829","21274","22336","20302","22122",
"경상북도","56세","남자","","17059","13040","11361","9407","10346","14476","15102","15158","13935","14113","17582","16511","18275","20204","20701","22328","21690","24687","25272","26281","25157","22311","22945","23108","23573","22457",
"경상북도","57세","전체","","29778","36183","28546","25038","19795","20695","29029","30151","30023","27922","28371","36169","33910","36081","41216","41115","43801","42740","50032","50549","51534","48757","43268","44582","45651","43528",
"경상북도","57세","여자","","16232","19347","15598","13788","10466","10455","14649","15040","14883","14003","14282","18551","17238","17835","21028","20362","21369","20884","25195","25194","25225","23469","20957","21435","22503","20180",
"경상북도","57세","남자","","13546","16836","12948","11250","9329","10240","14380","15111","15140","13919","14089","17618","16672","18246","20188","20753","22432","21856","24837","25355","26309","25288","22311","23147","23148","23348",
"경상북도","58세","전체","","28621","29520","35874","28352","24845","19642","20563","29014","30094","29946","27935","28394","36521","33987","36193","41280","41239","44028","42807","50258","50674","51822","48921","43488","44849","45252",
"경상북도","58세","여자","","15654","16154","19260","15514","13727","10430","10380","14666","15046","14867","14036","14348","18767","17286","17956","21104","20427","21467","20978","25366","25264","25419","23525","21067","21597","22385",
"경상북도","58세","남자","","12967","13366","16614","12838","11118","9212","10183","14348","15048","15079","13899","14046","17754","16701","18237","20176","20812","22561","21829","24892","25410","26403","25396","22421","23252","22867",
"경상북도","59세","전체","","32368","28332","29285","35682","28133","24725","19520","20587","28994","30042","29873","27949","28709","36596","34103","36273","41457","41431","44185","42980","50393","50929","51976","49128","43573","44361",
"경상북도","59세","여자","","17726","15564","16059","19212","15453","13665","10339","10424","14693","15040","14850","14043","14552","18852","17391","18010","21219","20540","21558","21110","25453","25411","25490","23730","21101","21385",
"경상북도","59세","남자","","14642","12768","13226","16470","12680","11060","9181","10163","14301","15002","15023","13906","14157","17744","16712","18263","20238","20891","22627","21870","24940","25518","26486","25398","22472","22976",
"경상북도","60세","전체","","29253","32057","28102","29060","35339","27896","24580","19479","20516","28835","30028","29874","28235","28820","36652","34207","36363","41566","41568","44353","43040","50533","50977","52229","49334","43183",
"경상북도","60세","여자","","16107","17637","15517","15993","19105","15363","13584","10359","10373","14608","15051","14851","14238","14614","18916","17486","18131","21336","20605","21665","21147","25533","25424","25587","23777","20896",
"경상북도","60세","남자","","13146","14420","12585","13067","16234","12533","10996","9120","10143","14227","14977","15023","13997","14206","17736","16721","18232","20230","20963","22688","21893","25000","25553","26642","25557","22287",
"경상북도","61세","전체","","28122","28951","31656","27802","28819","34885","27685","24539","19404","20507","28783","30036","30088","28300","28894","36839","34319","36509","41722","41751","44554","43251","50736","51241","52379","48881",
"경상북도","61세","여자","","15605","16028","17476","15387","15920","18905","15270","13584","10331","10397","14573","15100","14969","14317","14662","19004","17546","18184","21415","20709","21751","21284","25585","25543","25642","23604",
"경상북도","61세","남자","","12517","12923","14180","12415","12899","15980","12415","10955","9073","10110","14210","14936","15119","13983","14232","17835","16773","18325","20307","21042","22803","21967","25151","25698","26737","25277",
"경상북도","62세","전체","","28200","27759","28572","31277","27468","28452","34559","27532","24361","19297","20424","28783","30104","30131","28316","28942","36848","34337","36566","41864","41722","44720","43311","50935","51409","51893",
"경상북도","62세","여자","","15675","15479","15909","17329","15252","15739","18809","15226","13508","10281","10363","14615","15181","15042","14336","14731","19047","17589","18193","21477","20717","21796","21308","25609","25605","25385",
"경상북도","62세","남자","","12525","12280","12663","13948","12216","12713","15750","12306","10853","9016","10061","14168","14923","15089","13980","14211","17801","16748","18373","20387","21005","22924","22003","25326","25804","26508",
"경상북도","63세","전체","","28577","27743","27429","28206","30951","27076","28095","34346","27390","24188","19186","20381","29001","30153","30075","28366","28977","36879","34387","36599","41925","41883","44805","43429","51060","50767",
"경상북도","63세","여자","","16036","15516","15346","15788","17211","15066","15591","18717","15174","13408","10225","10368","14775","15212","15068","14390","14772","19108","17610","18227","21545","20800","21831","21328","25720","25305",
"경상북도","63세","남자","","12541","12227","12083","12418","13740","12010","12504","15629","12216","10780","8961","10013","14226","14941","15007","13976","14205","17771","16777","18372","20380","21083","22974","22101","25340","25462",
"경상북도","64세","전체","","26879","28113","27345","27050","27790","30457","26743","27879","34072","27164","24095","19167","20470","28932","30106","30006","28384","28946","36958","34394","36643","41944","41943","44881","43403","50395",
"경상북도","64세","여자","","15153","15853","15339","15239","15604","17002","14940","15557","18611","15084","13372","10236","10448","14769","15228","15068","14419","14796","19164","17622","18264","21587","20860","21866","21358","25422",
"경상북도","64세","남자","","11726","12260","12006","11811","12186","13455","11803","12322","15461","12080","10723","8931","10022","14163","14878","14938","13965","14150","17794","16772","18379","20357","21083","23015","22045","24973",
"경상북도","65세","전체","","23438","26366","27661","26948","26608","27343","29991","26482","27616","33671","26959","23963","19227","20386","28844","30121","29995","28390","28946","36869","34316","36554","41836","41907","44861","42779",
"경상북도","65세","여자","","13342","14956","15683","15176","15094","15409","16791","14830","15453","18466","15027","13338","10331","10457","14768","15289","15112","14470","14845","19158","17663","18279","21532","20880","21838","21138",
"경상북도","65세","남자","","10096","11410","11978","11772","11514","11934","13200","11652","12163","15205","11932","10625","8896","9929","14076","14832","14883","13920","14101","17711","16653","18275","20304","21027","23023","21641",
"경상북도","66세","전체","","23315","23007","25825","27111","26483","26097","26923","29611","26161","27275","33431","26851","23971","19162","20305","28723","30024","29914","28339","28878","36821","34246","36454","41738","41840","44121",
"경상북도","66세","여자","","13587","13183","14725","15462","14994","14892","15253","16607","14710","15303","18417","15024","13405","10322","10470","14737","15279","15111","14486","14824","19148","17638","18272","21453","20838","21590",
"경상북도","66세","남자","","9728","9824","11100","11649","11489","11205","11670","13004","11451","11972","15014","11827","10566","8840","9835","13986","14745","14803","13853","14054","17673","16608","18182","20285","21002","22531",
"경상북도","67세","전체","","19953","22799","22512","25379","26563","25963","25695","26509","29168","25842","26950","33194","26718","23773","19121","20284","28575","29944","29837","28240","28725","36732","34171","36372","41615","41054",
"경상북도","67세","여자","","11954","13364","12989","14540","15214","14797","14723","15096","16432","14585","15193","18357","14987","13337","10319","10513","14733","15310","15090","14500","14799","19128","17631","18245","21433","20520",
"경상북도","67세","남자","","7999","9435","9523","10839","11349","11166","10972","11413","12736","11257","11757","14837","11731","10436","8802","9771","13842","14634","14747","13740","13926","17604","16540","18127","20182","20534",
"경상북도","68세","전체","","19037","19458","22272","21990","24862","25983","25452","25324","26105","28726","25526","26656","33067","26559","23562","18964","20125","28381","29783","29651","28086","28639","36542","34102","36268","40777",
"경상북도","68세","여자","","11667","11735","13125","12799","14357","14954","14578","14586","14922","16255","14492","15066","18370","14963","13282","10252","10449","14677","15266","15051","14444","14794","19087","17655","18188","21095",
"경상북도","68세","남자","","7370","7723","9147","9191","10505","11029","10874","10738","11183","12471","11034","11590","14697","11596","10280","8712","9676","13704","14517","14600","13642","13845","17455","16447","18080","19682",
"경상북도","69세","전체","","17984","18554","18929","21732","21459","24169","25309","24895","24871","25667","28355","25226","26458","32654","26249","23395","18807","19955","28145","29552","29454","27954","28475","36213","33900","35577",
"경상북도","69세","여자","","10826","11431","11523","12882","12557","14058","14659","14361","14395","14737","16123","14389","15032","18254","14891","13225","10226","10401","14591","15176","15000","14417","14779","18924","17571","17883",
"경상북도","69세","남자","","7158","7123","7406","8850","8902","10111","10650","10534","10476","10930","12232","10837","11426","14400","11358","10170","8581","9554","13554","14376","14454","13537","13696","17289","16329","17694",
"경상북도","70세","전체","","17728","17451","18029","18400","21182","20798","23538","24805","24342","24319","25215","27979","24978","26098","32324","25970","23126","18629","19737","27894","29344","29295","27747","28231","35849","33168",
"경상북도","70세","여자","","10781","10600","11198","11256","12658","12246","13774","14471","14150","14170","14571","16003","14328","14890","18170","14810","13116","10161","10293","14546","15134","15019","14368","14706","18822","17261",
"경상북도","70세","남자","","6947","6851","6831","7144","8524","8552","9764","10334","10192","10149","10644","11976","10650","11208","14154","11160","10010","8468","9444","13348","14210","14276","13379","13525","17027","15907",
"경상북도","71세","전체","","17032","17164","16916","17572","17923","20602","20188","22954","24240","23838","23897","24762","27611","24646","25711","31907","25678","22828","18440","19520","27598","29053","28948","27411","27905","35032",
"경상북도","71세","여자","","10293","10563","10374","11016","11059","12398","11985","13543","14256","13949","13999","14423","15908","14219","14779","18052","14748","13004","10088","10225","14424","15064","14915","14262","14609","18478",
"경상북도","71세","남자","","6739","6601","6542","6556","6864","8204","8203","9411","9984","9889","9898","10339","11703","10427","10932","13855","10930","9824","8352","9295","13174","13989","14033","13149","13296","16554",
"경상북도","72세","전체","","14303","16463","16592","16316","16927","17327","19892","19644","22350","23685","23338","23413","24359","27100","24141","25316","31459","25326","22549","18221","19332","27285","28774","28664","27078","27135",
"경상북도","72세","여자","","8518","10038","10287","10083","10683","10754","12082","11744","13308","14021","13765","13844","14303","15761","14065","14634","17904","14617","12897","10028","10178","14339","15001","14809","14144","14286",
"경상북도","72세","남자","","5785","6425","6305","6233","6244","6573","7810","7900","9042","9664","9573","9569","10056","11339","10076","10682","13555","10709","9652","8193","9154","12946","13773","13855","12934","12849",
"경상북도","73세","전체","","14208","13675","15849","16001","15773","16330","16691","19331","19058","21729","23058","22749","22927","23881","26525","23706","24894","30867","25001","22179","17981","19124","26901","28371","28247","26284",
"경상북도","73세","여자","","8639","8253","9744","10012","9839","10400","10451","11825","11486","13096","13759","13541","13675","14124","15534","13922","14501","17704","14500","12755","9952","10134","14244","14849","14684","13810",
"경상북도","73세","남자","","5569","5422","6105","5989","5934","5930","6240","7506","7572","8633","9299","9208","9252","9757","10991","9784","10393","13163","10501","9424","8029","8990","12657","13522","13563","12474",
"경상북도","74세","전체","","12499","13441","13043","15201","15403","15128","15689","16119","18736","18527","21125","22442","22308","22387","23292","25925","23246","24401","30342","24581","21813","17714","18857","26449","27872","27418",
"경상북도","74세","여자","","7360","8266","7982","9480","9698","9523","10070","10143","11567","11248","12853","13498","13418","13445","13888","15295","13778","14295","17573","14342","12622","9861","10033","14090","14657","14378",
"경상북도","74세","남자","","5139","5175","5061","5721","5705","5605","5619","5976","7169","7279","8272","8944","8890","8942","9404","10630","9468","10106","12769","10239","9191","7853","8824","12359","13215","13040",
"경상북도","75세","전체","","12423","11791","12835","12409","14539","14685","14536","15138","15519","18114","17937","20523","21954","21705","21788","22681","25372","22698","23840","29753","24075","21466","17419","18461","25900","26971",
"경상북도","75세","여자","","7658","7031","7972","7695","9153","9337","9252","9781","9871","11259","10997","12613","13332","13182","13211","13650","15135","13563","14083","17369","14166","12481","9760","9869","13876","14271",
"경상북도","75세","남자","","4765","4760","4863","4714","5386","5348","5284","5357","5648","6855","6940","7910","8622","8523","8577","9031","10237","9135","9757","12384","9909","8985","7659","8592","12024","12700",
"경상북도","76세","전체","","12454","11694","11178","12193","11805","13805","13986","13846","14513","14872","17382","17382","19912","21290","21083","21192","22092","24769","22148","23268","28991","23574","20987","17015","18057","24862",
"경상북도","76세","여자","","7714","7313","6750","7687","7407","8761","8971","8892","9471","9568","10897","10788","12358","13073","12956","12955","13437","14912","13355","13873","17100","13969","12301","9591","9727","13415",
"경상북도","76세","남자","","4740","4381","4428","4506","4398","5044","5015","4954","5042","5304","6485","6594","7554","8217","8127","8237","8655","9857","8793","9395","11891","9605","8686","7424","8330","11447",
"경상북도","77세","전체","","10184","11686","10926","10479","11516","11126","13095","13288","13221","13933","14254","16697","16762","19147","20541","20427","20588","21368","24077","21560","22652","28281","23007","20513","16519","17338",
"경상북도","77세","여자","","6349","7323","6935","6430","7366","7055","8387","8614","8585","9188","9283","10582","10503","12005","12745","12691","12725","13157","14616","13127","13620","16801","13761","12154","9394","9442",
"경상북도","77세","남자","","3835","4363","3991","4049","4150","4071","4708","4674","4636","4745","4971","6115","6259","7142","7796","7736","7863","8211","9461","8433","9032","11480","9246","8359","7125","7896",
"경상북도","78세","전체","","9103","9466","10891","10293","9826","10796","10424","12391","12576","12534","13278","13699","16039","16059","18427","19723","19726","19879","20585","23252","20858","22004","27503","22398","19880","15791",
"경상북도","78세","여자","","5694","5992","6952","6621","6077","6972","6669","8039","8236","8225","8839","9030","10273","10179","11678","12390","12363","12408","12820","14309","12830","13346","16511","13525","11900","9080",
"경상북도","78세","남자","","3409","3474","3939","3672","3749","3824","3755","4352","4340","4309","4439","4669","5766","5880","6749","7333","7363","7471","7765","8943","8028","8658","10992","8873","7980","6711",
"경상북도","79세","전체","","8073","8428","8801","10236","9597","9097","10151","9811","11716","11853","11888","12645","13134","15382","15331","17627","18991","18998","19049","19886","22392","20167","21268","26638","21559","18947",
"경상북도","79세","여자","","5123","5366","5646","6625","6259","5706","6619","6344","7703","7861","7896","8530","8734","9965","9841","11305","12093","12046","12026","12515","13951","12549","13041","16149","13158","11436",
"경상북도","79세","남자","","2950","3062","3155","3611","3338","3391","3532","3467","4013","3992","3992","4115","4400","5417","5490","6322","6898","6952","7023","7371","8441","7618","8227","10489","8401","7511",
"경상북도","80세","전체","","7253","7384","7720","8136","9408","8906","8458","9437","9188","10973","11131","11285","11991","12521","14633","14627","16902","18118","18158","18310","19043","21559","19496","20456","25446","20381",
"경상북도","80세","여자","","4726","4761","5000","5305","6173","5886","5394","6224","6008","7334","7490","7578","8171","8419","9562","9490","10982","11678","11648","11696","12127","13579","12273","12657","15638","12557",
"경상북도","80세","남자","","2527","2623","2720","2831","3235","3020","3064","3213","3180","3639","3641","3707","3820","4102","5071","5137","5920","6440","6510","6614","6916","7980","7223","7799","9808","7824",
"경상북도","81세","전체","","7274","6626","6742","7087","7459","8599","8205","7801","8708","8573","10185","10434","10611","11318","11752","13838","13858","16083","17234","17339","17443","18264","20662","18703","19498","23916",
"경상북도","81세","여자","","4846","4389","4414","4650","4932","5709","5507","5027","5820","5702","6893","7083","7209","7808","7981","9183","9134","10568","11255","11248","11286","11766","13178","11854","12201","14890",
"경상북도","81세","남자","","2428","2237","2328","2437","2527","2890","2698","2774","2888","2871","3292","3351","3402","3510","3771","4655","4724","5515","5979","6091","6157","6498","7484","6849","7297","9026",
"경상북도","82세","전체","","5870","6520","5983","6131","6421","6825","7834","7543","7198","7955","7901","9501","9818","9948","10595","11061","13083","13104","15207","16255","16438","16640","17402","19636","17671","18153",
"경상북도","82세","여자","","3980","4409","4010","4073","4292","4578","5292","5132","4705","5406","5357","6542","6768","6825","7364","7604","8802","8771","10114","10773","10793","10889","11381","12696","11386","11521",
"경상북도","82세","남자","","1890","2111","1973","2058","2129","2247","2542","2411","2493","2549","2544","2959","3050","3123","3231","3457","4281","4333","5093","5482","5645","5751","6021","6940","6285","6632",
"경상북도","83세","전체","","4501","5245","5840","5350","5476","5795","6180","7102","6941","6577","7296","7269","8828","9070","9215","9883","10364","12249","12277","14225","15302","15579","15753","16387","18313","16342",
"경상북도","83세","여자","","3065","3612","4023","3647","3699","3909","4198","4847","4784","4353","4995","4992","6154","6347","6405","6955","7240","8330","8338","9597","10280","10386","10450","10874","12015","10687",
"경상북도","83세","남자","","1436","1633","1817","1703","1777","1886","1982","2255","2157","2224","2301","2277","2674","2723","2810","2928","3124","3919","3939","4628","5022","5193","5303","5513","6298","5655",
"경상북도","84세","전체","","4047","3967","4627","5198","4743","4872","5170","5578","6429","6282","5934","6716","6657","8066","8305","8478","9196","9592","11407","11453","13215","14321","14563","14767","15207","16820",
"경상북도","84세","여자","","2875","2738","3235","3639","3253","3341","3518","3852","4464","4396","4016","4669","4636","5664","5912","5992","6571","6797","7879","7892","9027","9740","9839","9933","10248","11206",
"경상북도","84세","남자","","1172","1229","1392","1559","1490","1531","1652","1726","1965","1886","1918","2047","2021","2402","2393","2486","2625","2795","3528","3561","4188","4581","4724","4834","4959","5614",
"경상북도","85세","전체","","16595","3575","3471","4090","4519","4188","4322","4612","4918","5758","5658","5338","6086","6042","7385","7624","7775","8442","8840","10536","10526","12284","13337","13521","13541","13824",
"경상북도","85세","여자","","12571","2593","2433","2896","3224","2892","3026","3172","3486","4070","4027","3653","4313","4275","5272","5531","5569","6149","6326","7373","7365","8536","9192","9280","9250","9453",
"경상북도","85세","남자","","4024","982","1038","1194","1295","1296","1296","1440","1432","1688","1631","1685","1773","1767","2113","2093","2206","2293","2514","3163","3161","3748","4145","4241","4291","4371",
"경상북도","86세","전체","","-","2996","3058","3020","3500","3949","3672","3780","4069","4311","5110","5081","4758","5490","5412","6727","6939","7082","7709","8113","9635","9696","11313","12278","12258","12178",
"경상북도","86세","여자","","-","2199","2227","2156","2525","2862","2561","2700","2834","3105","3677","3684","3317","3947","3893","4880","5132","5121","5688","5860","6833","6866","7983","8597","8561","8451",
"경상북도","86세","남자","","-","797","831","864","975","1087","1111","1080","1235","1206","1433","1397","1441","1543","1519","1847","1807","1961","2021","2253","2802","2830","3330","3681","3697","3727",
"경상북도","87세","전체","","-","2683","2543","2630","2573","2988","3363","3173","3272","3532","3764","4526","4566","4245","4881","4860","6038","6185","6375","6990","7339","8775","8816","10277","11067","10925",
"경상북도","87세","여자","","-","2017","1887","1925","1868","2174","2465","2272","2352","2519","2768","3328","3354","3008","3552","3542","4451","4640","4680","5219","5364","6304","6326","7375","7855","7787",
"경상북도","87세","남자","","-","666","656","705","705","814","898","901","920","1013","996","1198","1212","1237","1329","1318","1587","1545","1695","1771","1975","2471","2490","2902","3212","3138",
"경상북도","88세","전체","","-","2073","2237","2143","2209","2162","2524","2881","2715","2806","3031","3293","3995","4010","3712","4281","4296","5309","5539","5676","6224","6565","7921","7910","9100","9648",
"경상북도","88세","여자","","-","1541","1731","1616","1644","1602","1858","2137","1980","2055","2198","2459","2964","2961","2694","3178","3206","3985","4203","4212","4725","4876","5805","5775","6660","6958",
"경상북도","88세","남자","","-","532","506","527","565","560","666","744","735","751","833","834","1031","1049","1018","1103","1090","1324","1336","1464","1499","1689","2116","2135","2440","2690",
"경상북도","89세","전체","","-","1408","1691","1865","1767","1831","1762","2091","2419","2343","2408","2623","2890","3448","3438","3214","3744","3731","4656","4891","4916","5494","5784","7028","6844","7813",
"경상북도","89세","여자","","-","1078","1285","1458","1346","1390","1317","1553","1810","1739","1797","1931","2199","2610","2587","2395","2816","2820","3537","3763","3702","4219","4329","5231","5093","5804",
"경상북도","89세","남자","","-","330","406","407","421","441","445","538","609","604","611","692","691","838","851","819","928","911","1119","1128","1214","1275","1455","1797","1751","2009",
"경상북도","90세","전체","","-","1101","1169","1362","1515","1448","1509","1439","1707","2004","1953","2044","2266","2466","2921","2971","2747","3203","3194","4003","4236","4271","4782","5068","5920","5818",
"경상북도","90세","여자","","-","864","905","1051","1200","1117","1158","1085","1286","1517","1464","1543","1667","1905","2247","2269","2065","2451","2453","3075","3311","3282","3735","3871","4481","4408",
"경상북도","90세","남자","","-","237","264","311","315","331","351","354","421","487","489","501","599","561","674","702","682","752","741","928","925","989","1047","1197","1439","1410",
"경상북도","91세","전체","","-","924","853","949","1074","1212","1187","1255","1157","1412","1653","1613","1746","1903","2032","2452","2497","2302","2700","2712","3393","3635","3684","4140","4175","4949",
"경상북도","91세","여자","","-","740","679","747","830","986","936","978","885","1081","1282","1232","1344","1430","1596","1915","1929","1741","2078","2124","2641","2877","2863","3258","3233","3815",
"경상북도","91세","남자","","-","184","174","202","244","226","251","277","272","331","371","381","402","473","436","537","568","561","622","588","752","758","821","882","942","1134",
"경상북도","92세","전체","","-","706","704","661","739","863","950","947","991","917","1158","1354","1349","1456","1555","1676","2026","2109","1927","2251","2224","2862","3106","3137","3331","3391",
"경상북도","92세","여자","","-","564","577","532","579","677","769","761","777","717","898","1060","1044","1130","1184","1330","1606","1649","1491","1761","1765","2246","2497","2462","2662","2664",
"경상북도","92세","남자","","-","142","127","129","160","186","181","186","214","200","260","294","305","326","371","346","420","460","436","490","459","616","609","675","669","727",
"경상북도","93세","전체","","-","455","548","550","510","557","661","750","749","765","734","919","1126","1071","1155","1247","1390","1677","1742","1572","1832","1859","2355","2586","2498","2657",
"경상북도","93세","여자","","-","353","443","448","417","450","541","617","605","611","577","729","881","842","916","971","1110","1353","1375","1228","1451","1497","1861","2109","2007","2152",
"경상북도","93세","남자","","-","102","105","102","93","107","120","133","144","154","157","190","245","229","239","276","280","324","367","344","381","362","494","477","491","505",
"경상북도","94세","전체","","-","383","344","419","418","385","412","508","587","579","607","580","755","904","851","942","1001","1108","1350","1440","1206","1490","1518","1929","1974","1969",
"경상북도","94세","여자","","-","316","268","344","350","322","332","413","495","479","483","455","598","710","680","747","793","895","1094","1149","952","1207","1252","1536","1608","1614",
"경상북도","94세","남자","","-","67","76","75","68","63","80","95","92","100","124","125","157","194","171","195","208","213","256","291","254","283","266","393","366","355",
"경상북도","95세","전체","","-","759","825","848","934","969","989","1023","1114","1216","445","467","485","600","692","653","755","805","881","1066","1116","933","1170","1178","1413","1534",
"경상북도","95세","여자","","-","659","712","727","795","838","849","870","938","1030","367","378","382","490","540","533","606","647","719","870","905","746","967","992","1149","1249",
"경상북도","95세","남자","","-","100","113","121","139","131","140","153","176","186","78","89","103","110","152","120","149","158","162","196","211","187","203","186","264","285",
"경상북도","96세","전체","","-","-","-","-","-","-","-","-","-","-","343","335","386","380","458","538","497","570","645","712","813","877","713","898","860","1047",
"경상북도","96세","여자","","-","-","-","-","-","-","-","-","-","-","293","286","307","302","378","424","410","458","524","586","660","727","573","759","733","876",
"경상북도","96세","남자","","-","-","-","-","-","-","-","-","-","-","50","49","79","78","80","114","87","112","121","126","153","150","140","139","127","171",
"경상북도","97세","전체","","-","-","-","-","-","-","-","-","-","-","208","262","283","310","289","340","404","384","432","489","554","617","682","549","609","615",
"경상북도","97세","여자","","-","-","-","-","-","-","-","-","-","-","173","227","244","251","231","286","325","319","351","407","466","499","563","448","533","524",
"경상북도","97세","남자","","-","-","-","-","-","-","-","-","-","-","35","35","39","59","58","54","79","65","81","82","88","118","119","101","76","91",
